ts,sku,ChannelSlug,BrandSlug,PremiseType,TermsOfServiceTyp,ProductName,ProductSlug,StateSlug,Commodity,UtilitySlug,first_name,last_name,ServiceAddress1,zip_code,city,account_no,email,emailmarketing,confirm_number,order_status,allow_email_marketing,sap_number
ts_91,g6d665892b054b7e,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,nj,electric,reco,Brandi,reco,983742 Misty Grant St.,'07029,NEWFOUNDLAND,''2503344625,no@nrg.com,no_email_mark,E1-VZX-DRK,completed,false,0000007668804957
ts_92,g6d665892b054b7e,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,nj,electric,reco,Steven,reco,999935 Tracy Miller St.,'07656,NEWFOUNDLAND,''9831756322,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-VDK,completed,false,0000007668804959
ts_93,g71266d19f715680,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,duq,Tyler,duq,960767 Cynthia Waller St.,'15001,ALIQUIPPA,''3880612343786,no@nrg.com,no_email_mark,E1-XER-DA4,completed,false,0000007668804960
ts_94,g71266d19f715680,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,duq,Jennifer,duq,241056 Tanya Cooper St.,'15122,WEST MIFFLIN,''6062156283078,aleksandr.malygin@nrg.com,emailmarketing,E1-EBQ-E7N,completed,false,0000007668804961
ts_95,g721ecc760701c90,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,penn,Hayden,penn,178976 Daniel Garza St.,'16316,CONNEAUT LAKE,''08978033160007760326,no@nrg.com,no_email_mark,E1-KK6-ZNK,completed,false,0000007668804962
ts_96,g721ecc760701c90,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,penn,Dustin,penn,849268 Melinda Meadows St.,'16148,HERMITAGE,''08216593257983699147,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-XYV,completed,false,0000007668804963
ts_99,g74370d77edb958f,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,ngrid,Travis,ngrid,234879 April Graves St.,'11507,ALBERTSON,''5073166708,no@nrg.com,no_email_mark,E1-A46-YZB,completed,false,0000007668804997
ts_100,g74370d77edb958f,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,ngrid,Allison,ngrid,385493 Michael King St.,'10306,STATEN ISLAND,''7207583491,aleksandr.malygin@nrg.com,emailmarketing,E1-765-DR7,completed,false,0000007668804998
ts_101,g74f2e277f0da48f,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,duq,Karen,duq,327701 Taylor Shepherd St.,'15042,FREEDOM,''3187383469836,no@nrg.com,no_email_mark,E1-9KL-D4W,completed,false,0000007668804999
ts_102,g74f2e277f0da48f,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,duq,Nicholas,duq,699376 Steven Watkins St.,'15131,MCKEESPORT,''6229257995245,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-DBR,completed,false,0000007668805000
ts_103,g76eadab3dc84520,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,nj,electric,reco,Christopher,reco,489037 Amanda Porter St.,'08846,NEWFOUNDLAND,''3953935939,no@nrg.com,no_email_mark,E1-MAP-NBN,completed,false,0000007668805001
ts_104,g76eadab3dc84520,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,nj,electric,reco,Edward,reco,23651 Anna Meyer St.,'07040,MIDDLESEX,''5097808250,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-D6Q,completed,false,0000007668805002
ts_105,g7942d07f4e415dc,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,ppl,Michelle,ppl,549503 James Garcia St.,'17088,SCHAEFFERSTOWN,''8318513671,no@nrg.com,no_email_mark,E1-VZX-DRY,completed,false,0000007668805003
ts_106,g7942d07f4e415dc,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,ppl,Mary,ppl,494592 Lisa Rhodes St.,'18079,SLATEDALE,''1906384175,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-VD4,completed,false,0000007668805004
ts_107,g7b524985097b818,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,nyseg,Gary,nyseg,800978 Breanna Carroll St.,'14555,SODUS POINT,'N01868269631722,no@nrg.com,no_email_mark,E1-XER-DAP,completed,false,0000007668805005
ts_108,g7b524985097b818,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,nyseg,Justin,nyseg,946791 Ian Lam St.,'14555,SODUS POINT,'N01187839626718,aleksandr.malygin@nrg.com,emailmarketing,E1-EBQ-E7A,completed,false,0000007668805006
ts_109,g8557d0b669a214c,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate_wc,ny,electric,coned,Matthew,coned,27747 Christian Morgan St.,'11701,AMITYVILLE,'327313890237836,no@nrg.com,no_email_mark,E1-46B-DZM,completed,false,0000007668805007
ts_110,g8557d0b669a214c,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate_wc,ny,electric,coned,Brianna,coned,898397 Timothy Rich St.,'11566,MERRICK,'129114058230527,aleksandr.malygin@nrg.com,emailmarketing,E1-RPM-DY9,completed,false,0000007668805008
ts_111,g88071b958c8e93c,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,coned,Carlos,coned,94755 Stephanie Brown St.,'11701,AMITYVILLE,'402564423594036,no@nrg.com,no_email_mark,E1-65Q-DBZ,completed,false,0000007668805009
ts_112,g88071b958c8e93c,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,coned,Whitney,coned,424833 Mandy Marsh St.,'11566,MERRICK,'391627181172088,aleksandr.malygin@nrg.com,emailmarketing,E1-LPK-MRZ,completed,false,0000007668805010
ts_113,g891874c0ac898eb,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,penn,Melanie,penn,927592 Malik Wilson St.,'16131,Hartstown,''08954613092096027707,no@nrg.com,no_email_mark,E1-QKZ-ENR,completed,false,0000007668805011
ts_114,g891874c0ac898eb,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,penn,Robert,penn,555088 Rebecca Nicholson St.,'16156,VOLANT,''08197033122974684647,aleksandr.malygin@nrg.com,emailmarketing,E1-86L-D4R,completed,false,0000007668805012
ts_115,g8948b6d1585a0a6,web,green_mountain_energy,residential,fixed,Pollution Free TimeWise 12,gme_ppl_tou,pa,electric,ppl,Robin,ppl,381724 Morgan Hanson St.,'18101,ALLENTOWN,''6976478478,no@nrg.com,no_email_mark,E1-DVL-NKK,completed,false,0000007668805013
ts_116,g8948b6d1585a0a6,web,green_mountain_energy,residential,fixed,Pollution Free TimeWise 12,gme_ppl_tou,pa,electric,ppl,Benjamin,ppl,957471 Pamela Booth St.,'17982,TUSCARORA,''3669491734,aleksandr.malygin@nrg.com,emailmarketing,E1-5LX-DB4,completed,false,0000007668805014
ts_117,g8a0db95ff669327,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,delmarva,Sandra,delmarva,259347 Mr. Michael Jones St.,'21409,ANNAPOLIS,''05429003776578626351559,no@nrg.com,no_email_mark,E1-WER-WPN,completed,false,0000007668805015
ts_119,g8d688966e1294b9,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,meted,Michael,meted,513332 Tracy Ewing St.,'18077,RIEGELSVILLE,''08649309652921570980,no@nrg.com,no_email_mark,E1-N7A-VDM,completed,false,0000007668805016
ts_120,g8d688966e1294b9,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,meted,Jessica,meted,174093 Kristen Williams St.,'18343,MOUNT BETHEL,''08556942182266023120,aleksandr.malygin@nrg.com,emailmarketing,E1-KK6-ZRK,completed,false,0000007668805017
ts_121,g8fa92b78d9fcaf5,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,oru,Brett,oru,655792 Sharon Reynolds St.,'14220,BUFFALO,''5693318265,no@nrg.com,no_email_mark,E1-PZ9-X8V,completed,false,0000007668805018
ts_123,g9029856dd411fd0,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24_wc,ny,electric,coned,Victoria,coned,826108 Tom Raymond St.,'11701,AMITYVILLE,'568648119232852,no@nrg.com,no_email_mark,E1-A46-YDB,completed,false,0000007668805019
ts_124,g9029856dd411fd0,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24_wc,ny,electric,coned,Melissa,coned,200157 Michael Pierce St.,'11701,AMITYVILLE,'749707037831158,aleksandr.malygin@nrg.com,emailmarketing,E1-765-D47,completed,false,0000007668805020
ts_125,g91a4be5063e374e,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,bge,Amber,bge,175459 Natalie Valdez St.,'21279,BALTIMORE,''2170730613,no@nrg.com,no_email_mark,E1-9KL-D5W,completed,false,0000007668805021
ts_126,g91a4be5063e374e,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,md,electric,bge,Austin,bge,231355 Jeffery Howard PhD St.,'21236,NOTTINGHAM,''1784224000,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-D9R,completed,false,0000007668805022
ts_127,g91e89960e743062,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,penelec,Ashley,penelec,250011 Joseph Martin St.,'18453,PLEASANT MOUNT,''08526560561719246876,no@nrg.com,no_email_mark,E1-MAP-NEN,completed,false,0000007668805023
ts_128,g91e89960e743062,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,penelec,Olivia,penelec,114509 Michael Barton St.,'18414,DALTON,''08272298531799498738,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-DBQ,completed,false,0000007668805024
ts_129,g953b30c2dc2b803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,camb,Rachel,camb,164199 Jesse Williams St.,'02445,Brookline,''84796069331,no@nrg.com,no_email_mark,E1-VZX-DKY,completed,false,0000007668805025
ts_130,g953b30c2dc2b803,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,camb,Edwin,camb,727050 Robert Wilson St.,'02445,Brookline,''34017546436,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-V94,completed,false,0000007668805026
ts_131,g964164056bba972,web,green_mountain_energy,residential,fixed,GNERFIX,rate_category,il,electric,comed,Thomas,comed,919508 John Burns St.,'60039,CRYSTAL LAKE,''5600117115,no@nrg.com,no_email_mark,E1-XER-DWP,completed,false,0000007668805027
ts_133,g98b7fc78e66bc5d,web,green_mountain_energy,residential,variable,GNERVAR2,rate_category,pa,electric,peco,Rebecca,peco,232551 Charles Smith St.,'19139,PHILADELPHIA,''6969044803,no@nrg.com,no_email_mark,E1-EBQ-EPA,completed,false,0000007668805028
ts_134,g98b7fc78e66bc5d,web,green_mountain_energy,residential,variable,GNERVAR2,rate_category,pa,electric,peco,Susan,peco,97941 Holly Chavez St.,'19316,BRANDAMORE,''2662706799,aleksandr.malygin@nrg.com,emailmarketing,E1-46B-DEM,completed,false,0000007668805029
ts_135,g9aa7b76a2b0e830,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,chu,Christopher,chu,917878 Judith Blair St.,'11364,OAKLAND GARDENS,'8733939045,no@nrg.com,no_email_mark,E1-RPM-D49,backend_processing,false,
ts_136,g9aa7b76a2b0e830,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,chu,Tonya,chu,517086 Amy Dixon St.,'11030,MANHASSET,'4222441476,aleksandr.malygin@nrg.com,emailmarketing,E1-65Q-DYZ,completed,false,0000007668805030
ts_137,g9b6ea65dc23ad43,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,il,electric,comed,Nathan,comed,877411 Jason Jensen St.,'60462,ORLAND PARK,''9966246678,no@nrg.com,no_email_mark,E1-LPK-M6Z,completed,false,0000007668805031
ts_139,g9e9fecc89399489,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,meco,Carla,meco,22510 Ronnie Lowery St.,'01887,NORWOOD,''5845481050,no@nrg.com,no_email_mark,E1-QKZ-EMR,completed,false,0000007668805032
ts_140,g9e9fecc89399489,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,meco,Dominique,meco,468124 Thomas Reese St.,'02842,PEMBROKE,''1287268875,aleksandr.malygin@nrg.com,emailmarketing,E1-86L-DER,completed,false,0000007668805034
ts_141,ga01f6bab55d673c,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,nyseg,Jennifer,nyseg,936673 Christina Walsh St.,'14623,ROCHESTER,'N01244268229182,no@nrg.com,no_email_mark,E1-DVL-NAK,backend_processing,false,
ts_142,ga01f6bab55d673c,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,nyseg,Victor,nyseg,309028 Zachary Murphy St.,'10003,NEW YORK,'N01322538786658,aleksandr.malygin@nrg.com,emailmarketing,E1-5LX-D44,completed,false,0000007668805035
ts_143,ga4baeb16b2f8c3b,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,rge,Adrienne,rge,208372 Christina Wiggins St.,'13074,Hannibal,''R01432524322249,no@nrg.com,no_email_mark,E1-WER-W9N,completed,false,0000007668805036
ts_144,ga4baeb16b2f8c3b,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,rge,Samantha,rge,431972 Joseph English St.,'13166,Weedsport,''R01564186439438,aleksandr.malygin@nrg.com,emailmarketing,E1-N7A-V5M,completed,false,0000007668805037
ts_145,ga9ceeb1bd246c4e,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,oru,Alexa,oru,764552 Alex Hoffman St.,'14220,BUFFALO,''9624970595,no@nrg.com,no_email_mark,E1-KK6-Z5K,completed,false,0000007668805038
ts_146,ga9ceeb1bd246c4e,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,oru,George,oru,861477 Kim Jones St.,'14220,BUFFALO,''6697813589,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-X5V,completed,false,0000007668805039
ts_147,gab02e6e556573f6,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,rge,Samantha,rge,790647 Johnny Robinson St.,'14586,West Henrietta,''R01575218330917,no@nrg.com,no_email_mark,E1-A46-YVB,completed,false,0000007668805040
ts_148,gab02e6e556573f6,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,rge,Jacob,rge,254416 Laurie Russell MD St.,'11701,Amityville,''R01888639536009,aleksandr.malygin@nrg.com,emailmarketing,E1-765-DE7,completed,false,0000007668805041
ts_149,gaeb52321df3506c,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,duq,Leonard,duq,164240 Mary Rodriguez St.,'15081,SOUTH HEIGHTS,''7204067642310,no@nrg.com,no_email_mark,E1-9KL-D6W,completed,false,0000007668805042
ts_150,gaeb52321df3506c,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,duq,Erica,duq,107477 Sydney Schmidt St.,'15017,BRIDGEVILLE,''1263398593648,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-D5R,completed,false,0000007668805043
ts_151,gb1531b7eeccc3b0,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,beco,Tina,beco,166169 Erica Munoz St.,'01118,WALTHAM,''38659439107,no@nrg.com,no_email_mark,E1-MAP-N9N,completed,false,0000007668805044
ts_152,gb1531b7eeccc3b0,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,beco,David,beco,514833 Meghan Williams St.,'02453,INDIAN ORCHARD,''95377008343,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-D4Q,completed,false,0000007668805045
ts_153,gb2ca12a3bc59777,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,coned,Michelle,coned,354776 Dr. Christopher Wallace DDS St.,'11266,BROOKLYN,'229525303539779,no@nrg.com,no_email_mark,E1-VZX-DBY,completed,false,0000007668805046
ts_154,gb2ca12a3bc59777,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ny,electric,coned,Scott,coned,144760 Charles Fox St.,'11266,BROOKLYN,'506269000690939,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-VK4,completed,false,0000007668805047
ts_155,gb417faf033a779f,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,ppl,Amanda,ppl,951827 Erika Martinez St.,'18320,ANALOMINK,''7067864903,no@nrg.com,no_email_mark,E1-XER-DYP,completed,false,0000007668805048
ts_156,gb417faf033a779f,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,ppl,Judith,ppl,973961 Jennifer Powers St.,'17050,MECHANICSBURG,''1195339764,aleksandr.malygin@nrg.com,emailmarketing,E1-EBQ-EYA,completed,false,0000007668805049
ts_157,gb4a87bba4e210f0,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,delmarva,Adam,delmarva,410721 David Fitzpatrick St.,'21409,ANNAPOLIS,''05981126945892619166412,no@nrg.com,no_email_mark,E1-46B-DLM,completed,false,0000007668805050
ts_158,gb4a87bba4e210f0,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,delmarva,Mario,delmarva,832942 Ronald Garcia St.,'21409,ANNAPOLIS,''05437255560949379781465,aleksandr.malygin@nrg.com,emailmarketing,E1-RPM-DQ9,completed,false,0000007668805051
ts_159,gb4c2a962174500d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,nyseg,Mathew,nyseg,735686 Lynn Douglas St.,'14623,ROCHESTER,'N01409152896650,no@nrg.com,no_email_mark,E1-65Q-DEZ,completed,false,0000007668805052
ts_160,gb4c2a962174500d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,ny,electric,nyseg,Tony,nyseg,478946 Melissa Collins St.,'12528,HIGHLAND,'N01451283685081,aleksandr.malygin@nrg.com,emailmarketing,E1-LPK-M9Z,completed,false,0000007668805053
ts_161,gbd2cc125c6f6e61,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,bge,Felicia,bge,592595 Gregory Ramirez St.,'21275,BALTIMORE,''9100151435,no@nrg.com,no_email_mark,E1-QKZ-EBR,completed,false,0000007668805054
ts_162,gbd2cc125c6f6e61,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,bge,Karen,bge,872209 Samantha Glover St.,'20603,WALDORF,''2450091342,aleksandr.malygin@nrg.com,emailmarketing,E1-86L-D8R,completed,false,0000007668805055
ts_163,gbfb53bb14a115bf,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,wmeco,Vanessa,wmeco,488221 Tammy Ramirez St.,'01072,SHUTESBURY,''969681939,no@nrg.com,no_email_mark,E1-DVL-N8K,completed,false,0000007668805056
ts_164,gbfb53bb14a115bf,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,wmeco,Seth,wmeco,820045 Eric Olson St.,'01260,SHUTESBURY,''636555899,aleksandr.malygin@nrg.com,emailmarketing,E1-5LX-DM4,completed,false,0000007668805057
ts_167,gc0ffcbc2558eeb2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,ngntkt,Carlos,ngntkt,359813 Caroline Valenzuela St.,'02584,Nantucket,''5031754742,no@nrg.com,no_email_mark,E1-WER-WNN,completed,false,0000007668805058
ts_167,gc0ffcbc2558eeb2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,ngntkt,Carlos,ngntkt,359813 Caroline Valenzuela St.,'02584,Nantucket,''5031754742,no@nrg.com,no_email_mark,E1-N7A-VZM,completed,false,0000007668805068
ts_168,gc0ffcbc2558eeb2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,ngntkt,Theresa,ngntkt,811746 Mr. Donald Dennis St.,'02584,Nantucket,''9953076925,aleksandr.malygin@nrg.com,emailmarketing,E1-KK6-ZYK,completed,false,0000007668805081
ts_168,gc0ffcbc2558eeb2,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,ngntkt,Theresa,ngntkt,811746 Mr. Donald Dennis St.,'02584,Nantucket,''9953076925,aleksandr.malygin@nrg.com,emailmarketing,E1-PZ9-XDV,completed,false,0000007668805082
ts_169,gc175bdcea5620ad,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,duq,Joshua,duq,42328 Shelly Davis St.,'16063,ZELIENOPLE,''3655908282001,no@nrg.com,no_email_mark,E1-A46-YWB,completed,false,0000007668805083
ts_170,gc175bdcea5620ad,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,duq,Theresa,duq,296336 Wesley Henry St.,'15215,PITTSBURGH,''2108826645023,aleksandr.malygin@nrg.com,emailmarketing,E1-765-D87,completed,false,0000007668805084
ts_171,gc25b92975f0dc97,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,camb,Kimberly,camb,339318 Cody Williams St.,'02445,Brookline,''41605788585,no@nrg.com,no_email_mark,E1-9KL-DRW,completed,false,0000007668805085
ts_172,gc25b92975f0dc97,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,ma,electric,camb,Kathy,camb,162803 Jonathan Farmer St.,'02445,Brookline,''84278666789,aleksandr.malygin@nrg.com,emailmarketing,E1-Z6R-DYR,completed,false,0000007668805086
ts_173,gcceb4391c50568a,web,green_mountain_energy,residential,fixed,Pollution Free TimeWise 12,gme_ppl_tou,pa,electric,ppl,Gerald,ppl,422172 Ryan Haas St.,'18214,BARNESVILLE,''1050718276,no@nrg.com,no_email_mark,E1-MAP-NZN,completed,false,0000007668805087
ts_174,gcceb4391c50568a,web,green_mountain_energy,residential,fixed,Pollution Free TimeWise 12,gme_ppl_tou,pa,electric,ppl,Robyn,ppl,809575 Adam Guerrero St.,'18447,OLYPHANT,''6960286423,aleksandr.malygin@nrg.com,emailmarketing,E1-Y5R-DMQ,completed,false,0000007668805088
ts_175,gcd268a2ac10108a,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,ppl,Daisy,ppl,397182 Cody Vasquez St.,'17078,PALMYRA,''9984039723,no@nrg.com,no_email_mark,E1-VZX-D7Y,completed,false,0000007668805089
ts_176,gcd268a2ac10108a,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,ppl,Raymond,ppl,906304 Katie Thomas St.,'18445,NEWFOUNDLAND,''7783700901,aleksandr.malygin@nrg.com,emailmarketing,E1-BX6-VN4,completed,false,0000007668805090
ts_177,gce538106da22036,web,green_mountain_energy,residential,variable,GNERVAR,rate_category,il,electric,comed,Timothy,comed,636164 Kathryn Keith St.,'62049,HILLSBORO,''7786267170,no@nrg.com,no_email_mark,E1-XER-D4P,completed,false,0000007668805091
ts_179,gcea97141421ea3b,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,meted,Robert,meted,577239 Gabrielle Perry St.,'18335,MARSHALLS CREEK,''08176737218345157891,no@nrg.com,no_email_mark,E1-EBQ-E8A,completed,false,0000007668805092
ts_180,gcea97141421ea3b,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,pa,electric,meted,Tammy,meted,169522 Heather Lloyd St.,'17016,CORNWALL,''08940020958288821738,aleksandr.malygin@nrg.com,emailmarketing,E1-46B-D5M,completed,false,0000007668805093
ts_181,gcf5cca78ab18177,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,beco,Phillip,beco,248635 Ariel Walsh St.,'01151,WALTHAM,''70652464676,no@nrg.com,no_email_mark,E1-RPM-DB9,completed,false,0000007668805094
ts_182,gcf5cca78ab18177,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,ma,electric,beco,Carmen,beco,521910 Monica Stark St.,'01151,Norfolk,''33316609256,aleksandr.malygin@nrg.com,emailmarketing,E1-65Q-DRZ,completed,false,0000007668805095
ts_183,gcfa81d59d2205c5,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,meco,Paul,meco,526076 Jay Fisher St.,'02359,MARBLEHEAD,''4442766328,no@nrg.com,no_email_mark,E1-LPK-MQZ,backend_processing,false,
ts_184,gcfa81d59d2205c5,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,ma,electric,meco,Michael,meco,583757 Melissa Branch St.,'02145,HULL,''4382829739,aleksandr.malygin@nrg.com,emailmarketing,E1-QKZ-EPR,completed,false,0000007668805096
ts_185,gd6f23afc4c9bdeb,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,chu,Mark,chu,772291 Nicole Hernandez St.,'10019,NEW YORK,'4649205794,no@nrg.com,no_email_mark,E1-86L-D5R,completed,false,0000007668805097
ts_187,gd9ffd58e144a00f,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,oru,Jacqueline,oru,405009 Tyler Long St.,'14220,BUFFALO,''7227007673,no@nrg.com,no_email_mark,E1-DVL-NEK,completed,false,0000007668805098
ts_188,gd9ffd58e144a00f,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,oru,Jacob,oru,444563 Brandi Dunn St.,'14220,BUFFALO,''1837133734,aleksandr.malygin@nrg.com,emailmarketing,E1-5LX-D84,completed,false,0000007668805099
